"","X","Semester","Banyak","namaPT","namaProdi","statusProdi","tanggalBerdiri"
"13447",13447,"Ganjil 2011","2014","Universitas Budi Luhur","Akuntansi","Aktif","7 November 1997"
"13448",13448,"Genap 2010","1805","Universitas Budi Luhur","Akuntansi","Aktif","7 November 1997"
"13449",13449,"Ganjil 2010","1822","Universitas Budi Luhur","Akuntansi","Aktif","7 November 1997"
"13450",13450,"Genap 2009","1437","Universitas Budi Luhur","Akuntansi","Aktif","7 November 1997"
"13451",13451,"Ganjil 2009","1632","Universitas Budi Luhur","Akuntansi","Aktif","7 November 1997"
"13452",13452,"Ganjil 2017","232","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13453",13453,"Genap 2016","225","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13454",13454,"Ganjil 2016","252","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13455",13455,"Genap 2015","245","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13456",13456,"Ganjil 2015","213","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13457",13457,"Genap 2014","222","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13458",13458,"Ganjil 2014","228","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13459",13459,"Genap 2013","169","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13460",13460,"Ganjil 2013","182","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13461",13461,"Genap 2012","153","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13462",13462,"Ganjil 2012","165","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13463",13463,"Genap 2011","124","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13464",13464,"Ganjil 2011","133","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13465",13465,"Genap 2010","107","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13466",13466,"Ganjil 2010","107","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13467",13467,"Genap 2009","73","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13468",13468,"Ganjil 2009","108","Universitas Budi Luhur","Arsitektur","Aktif","29 Maret 1998"
"13469",13469,"Ganjil 2017","2034","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13470",13470,"Genap 2016","138","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13471",13471,"Genap 2016","2205","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13472",13472,"Ganjil 2016","2421","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13473",13473,"Genap 2015","2784","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13474",13474,"Ganjil 2015","2965","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13475",13475,"Genap 2014","925","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13476",13476,"Ganjil 2014","3511","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13477",13477,"Genap 2013","3397","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13478",13478,"Ganjil 2013","3539","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13479",13479,"Genap 2012","3339","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13480",13480,"Ganjil 2012","3854","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13481",13481,"Genap 2011","3450","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13482",13482,"Ganjil 2011","3579","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13483",13483,"Genap 2010","3427","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13484",13484,"Ganjil 2010","3517","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13485",13485,"Genap 2009","2256","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13486",13486,"Ganjil 2009","2271","Universitas Budi Luhur","Sistem Informasi","Aktif","9 November 1987"
"13487",13487,"Ganjil 2017","82","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13488",13488,"Genap 2016","67","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13489",13489,"Ganjil 2016","69","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13490",13490,"Genap 2015","63","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13491",13491,"Ganjil 2015","64","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13492",13492,"Genap 2014","73","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13493",13493,"Ganjil 2014","81","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13494",13494,"Genap 2013","77","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13495",13495,"Ganjil 2013","88","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13496",13496,"Genap 2012","78","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13497",13497,"Ganjil 2012","111","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13498",13498,"Genap 2011","73","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13499",13499,"Ganjil 2011","87","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13500",13500,"Genap 2010","71","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13501",13501,"Ganjil 2010","95","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13502",13502,"Genap 2009","66","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13503",13503,"Ganjil 2009","87","Universitas Budi Luhur","Manajemen Informatika","Aktif","9 November 1987"
"13504",13504,"Ganjil 2017","448","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13505",13505,"Genap 2016","12","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13506",13506,"Genap 2016","404","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13507",13507,"Ganjil 2016","448","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13508",13508,"Genap 2015","410","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13509",13509,"Ganjil 2015","331","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13510",13510,"Genap 2014","369","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13511",13511,"Ganjil 2014","413","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13512",13512,"Genap 2013","413","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13513",13513,"Ganjil 2013","442","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13514",13514,"Genap 2012","395","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13515",13515,"Ganjil 2012","423","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13516",13516,"Genap 2011","243","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13517",13517,"Ganjil 2011","289","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13518",13518,"Genap 2010","220","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13519",13519,"Ganjil 2010","256","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13520",13520,"Genap 2009","182","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13521",13521,"Ganjil 2009","200","Universitas Budi Luhur","Ilmu Hubungan Internasional","Aktif","1 April 1998"
"13522",13522,"Ganjil 2017","237","Universitas Budi Luhur","Kriminologi","Aktif","30 Agustus 2013"
"13523",13523,"Genap 2016","161","Universitas Budi Luhur","Kriminologi","Aktif","30 Agustus 2013"
"13524",13524,"Ganjil 2016","161","Universitas Budi Luhur","Kriminologi","Aktif","30 Agustus 2013"
"13525",13525,"Genap 2015","84","Universitas Budi Luhur","Kriminologi","Aktif","30 Agustus 2013"
"13526",13526,"Ganjil 2015","41","Universitas Budi Luhur","Kriminologi","Aktif","30 Agustus 2013"
"13527",13527,"Genap 2014","40","Universitas Budi Luhur","Kriminologi","Aktif","30 Agustus 2013"
"13528",13528,"Ganjil 2014","40","Universitas Budi Luhur","Kriminologi","Aktif","30 Agustus 2013"
"13529",13529,"Ganjil 2017","234","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13530",13530,"Genap 2016","2","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13531",13531,"Genap 2016","271","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13532",13532,"Ganjil 2016","282","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13533",13533,"Genap 2015","369","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13534",13534,"Ganjil 2015","342","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13535",13535,"Genap 2014","371","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13536",13536,"Ganjil 2014","374","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13537",13537,"Genap 2013","335","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13538",13538,"Ganjil 2013","352","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13539",13539,"Genap 2012","351","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13540",13540,"Ganjil 2012","366","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13541",13541,"Genap 2011","323","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13542",13542,"Ganjil 2011","323","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13543",13543,"Genap 2010","307","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13544",13544,"Ganjil 2010","300","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13545",13545,"Genap 2009","257","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13546",13546,"Ganjil 2009","312","Universitas Budi Luhur","Teknik Elektro","Aktif","29 Maret 1998"
"13547",13547,"Genap 2017","129","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13548",13548,"Ganjil 2017","135","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13549",13549,"Genap 2016","100","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13550",13550,"Ganjil 2016","108","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13551",13551,"Genap 2015","2","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13552",13552,"Genap 2015","69","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13553",13553,"Ganjil 2015","70","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13554",13554,"Genap 2014","31","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13555",13555,"Ganjil 2014","34","Universitas Agung Podomoro","Kewirausahaan","Aktif","17 Juli 2013"
"13556",13556,"Genap 2017","118","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13557",13557,"Ganjil 2017","126","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13558",13558,"Genap 2016","81","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13559",13559,"Ganjil 2016","92","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13560",13560,"Genap 2015","8","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13561",13561,"Genap 2015","65","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13562",13562,"Ganjil 2015","66","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13563",13563,"Genap 2014","21","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13564",13564,"Ganjil 2014","22","Universitas Agung Podomoro","Arsitektur","Aktif","17 Juli 2013"
"13565",13565,"Genap 2017","6","Universitas Agung Podomoro","Teknik Lingkungan","Aktif","17 Juli 2013"
"13566",13566,"Ganjil 2017","6","Universitas Agung Podomoro","Teknik Lingkungan","Aktif","17 Juli 2013"
"13567",13567,"Genap 2016","3","Universitas Agung Podomoro","Teknik Lingkungan","Aktif","17 Juli 2013"
"13568",13568,"Ganjil 2016","3","Universitas Agung Podomoro","Teknik Lingkungan","Aktif","17 Juli 2013"
"13569",13569,"Genap 2017","27","Universitas Agung Podomoro","Hukum Bisnis","Aktif","17 Juli 2013"
"13570",13570,"Ganjil 2017","27","Universitas Agung Podomoro","Hukum Bisnis","Aktif","17 Juli 2013"
"13571",13571,"Genap 2016","19","Universitas Agung Podomoro","Hukum Bisnis","Aktif","17 Juli 2013"
"13572",13572,"Ganjil 2016","19","Universitas Agung Podomoro","Hukum Bisnis","Aktif","17 Juli 2013"
"13573",13573,"Genap 2015","11","Universitas Agung Podomoro","Hukum Bisnis","Aktif","17 Juli 2013"
"13574",13574,"Ganjil 2015","11","Universitas Agung Podomoro","Hukum Bisnis","Aktif","17 Juli 2013"
"13575",13575,"Genap 2017","44","Universitas Agung Podomoro","Manajemen Rekayasa dan Konstruksi","Aktif","17 Juli 2013"
"13576",13576,"Ganjil 2017","45","Universitas Agung Podomoro","Manajemen Rekayasa dan Konstruksi","Aktif","17 Juli 2013"
"13577",13577,"Genap 2016","36","Universitas Agung Podomoro","Manajemen Rekayasa dan Konstruksi","Aktif","17 Juli 2013"
"13578",13578,"Ganjil 2016","38","Universitas Agung Podomoro","Manajemen Rekayasa dan Konstruksi","Aktif","17 Juli 2013"
"13579",13579,"Genap 2015","32","Universitas Agung Podomoro","Manajemen Rekayasa dan Konstruksi","Aktif","17 Juli 2013"
"13580",13580,"Ganjil 2015","34","Universitas Agung Podomoro","Manajemen Rekayasa dan Konstruksi","Aktif","17 Juli 2013"
"13581",13581,"Genap 2014","17","Universitas Agung Podomoro","Manajemen Rekayasa dan Konstruksi","Aktif","17 Juli 2013"
"13582",13582,"Ganjil 2014","17","Universitas Agung Podomoro","Manajemen Rekayasa dan Konstruksi","Aktif","17 Juli 2013"
"13583",13583,"Genap 2017","310","Universitas Agung Podomoro","Bisnis Perhotelan","Aktif","17 Juli 2013"
"13584",13584,"Ganjil 2017","316","Universitas Agung Podomoro","Bisnis Perhotelan","Aktif","17 Juli 2013"
"13585",13585,"Genap 2016","196","Universitas Agung Podomoro","Bisnis Perhotelan","Aktif","17 Juli 2013"
"13586",13586,"Ganjil 2016","199","Universitas Agung Podomoro","Bisnis Perhotelan","Aktif","17 Juli 2013"
"13587",13587,"Genap 2015","112","Universitas Agung Podomoro","Bisnis Perhotelan","Aktif","17 Juli 2013"
"13588",13588,"Ganjil 2015","112","Universitas Agung Podomoro","Bisnis Perhotelan","Aktif","17 Juli 2013"
"13589",13589,"Genap 2014","31","Universitas Agung Podomoro","Bisnis Perhotelan","Aktif","17 Juli 2013"
"13590",13590,"Ganjil 2014","35","Universitas Agung Podomoro","Bisnis Perhotelan","Aktif","17 Juli 2013"
"13591",13591,"Genap 2017","32","Universitas Agung Podomoro","Akuntansi","Aktif","17 Juli 2013"
"13592",13592,"Ganjil 2017","32","Universitas Agung Podomoro","Akuntansi","Aktif","17 Juli 2013"
"13593",13593,"Genap 2016","22","Universitas Agung Podomoro","Akuntansi","Aktif","17 Juli 2013"
"13594",13594,"Ganjil 2016","25","Universitas Agung Podomoro","Akuntansi","Aktif","17 Juli 2013"
"13595",13595,"Genap 2015","18","Universitas Agung Podomoro","Akuntansi","Aktif","17 Juli 2013"
"13596",13596,"Ganjil 2015","18","Universitas Agung Podomoro","Akuntansi","Aktif","17 Juli 2013"
"13597",13597,"Genap 2014","14","Universitas Agung Podomoro","Akuntansi","Aktif","17 Juli 2013"
"13598",13598,"Ganjil 2014","14","Universitas Agung Podomoro","Akuntansi","Aktif","17 Juli 2013"
"13599",13599,"Genap 2017","8","Universitas Agung Podomoro","Teknik Konstruksi Bangunan","Aktif","17 Juli 2013"
"13600",13600,"Ganjil 2017","8","Universitas Agung Podomoro","Teknik Konstruksi Bangunan","Aktif","17 Juli 2013"
"13601",13601,"Genap 2016","1","Universitas Agung Podomoro","Teknik Konstruksi Bangunan","Aktif","17 Juli 2013"
"13602",13602,"Ganjil 2016","1","Universitas Agung Podomoro","Teknik Konstruksi Bangunan","Aktif","17 Juli 2013"
"13603",13603,"Genap 2017","7","Universitas Agung Podomoro","Perencanaan Wilayah dan Kota","Aktif","17 Juli 2013"
"13604",13604,"Ganjil 2017","7","Universitas Agung Podomoro","Perencanaan Wilayah dan Kota","Aktif","17 Juli 2013"
"13605",13605,"Genap 2017","11","Universitas Agung Podomoro","Desain Produk","Aktif","17 Juli 2013"
"13606",13606,"Ganjil 2017","11","Universitas Agung Podomoro","Desain Produk","Aktif","17 Juli 2013"
"13607",13607,"Genap 2016","2","Universitas Agung Podomoro","Desain Produk","Aktif","17 Juli 2013"
"13608",13608,"Ganjil 2016","2","Universitas Agung Podomoro","Desain Produk","Aktif","17 Juli 2013"
"13610",13610,"Ganjil 2017","343","Universitas Prasetiya Mulya","Akuntansi","Aktif","28 April 2011"
"13611",13611,"Genap 2016","243","Universitas Prasetiya Mulya","Akuntansi","Aktif","28 April 2011"
"13612",13612,"Ganjil 2016","302","Universitas Prasetiya Mulya","Akuntansi","Aktif","28 April 2011"
"13613",13613,"Genap 2015","248","Universitas Prasetiya Mulya","Akuntansi","Aktif","28 April 2011"
"13614",13614,"Ganjil 2017","5","Universitas Prasetiya Mulya","Rekayasa Perangkat Lunak","Aktif","18 November 2015"
"13615",13615,"Ganjil 2017","7","Universitas Prasetiya Mulya","Teknik Energi Terbarukan","Aktif","18 November 2015"
"13616",13616,"Ganjil 2017","3","Universitas Prasetiya Mulya","Rekayasa Sistem Komputer","Aktif","18 November 2015"
"13617",13617,"Ganjil 2017","27","Universitas Prasetiya Mulya","Teknologi Pangan","Aktif","18 November 2015"
"13618",13618,"Ganjil 2017","597","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13619",13619,"Genap 2016","474","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13620",13620,"Genap 2016","501","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13621",13621,"Ganjil 2016","583","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13622",13622,"Genap 2015","674","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13623",13623,"Ganjil 2017","27","Universitas Prasetiya Mulya","Matematika","Aktif","18 November 2015"
"13624",13624,"Ganjil 2017","51","Universitas Prasetiya Mulya","Pariwisata","Aktif","18 November 2015"
"13625",13625,"Ganjil 2017","23","Universitas Prasetiya Mulya","Ekonomi","Aktif","18 November 2015"
"13626",13626,"Ganjil 2017","3221","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13627",13627,"Genap 2016","2479","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13628",13628,"Ganjil 2016","2987","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13629",13629,"Genap 2015","2474","Universitas Prasetiya Mulya","Manajemen","Aktif","28 April 2011"
"13631",13631,"Ganjil 2017","6","Universitas Tanri Abeng","Teknik Sipil","Aktif","2 Oktober 2012"
"13632",13632,"Genap 2016","5","Universitas Tanri Abeng","Teknik Sipil","Aktif","2 Oktober 2012"
"13633",13633,"Ganjil 2016","5","Universitas Tanri Abeng","Teknik Sipil","Aktif","2 Oktober 2012"
"13634",13634,"Genap 2015","2","Universitas Tanri Abeng","Teknik Sipil","Aktif","2 Oktober 2012"
"13635",13635,"Ganjil 2015","2","Universitas Tanri Abeng","Teknik Sipil","Aktif","2 Oktober 2012"
"13636",13636,"Ganjil 2017","2","Universitas Tanri Abeng","Teknik Elektro","Aktif","2 Oktober 2012"
"13637",13637,"Ganjil 2017","29","Universitas Tanri Abeng","Teknik Perminyakan","Aktif","2 Oktober 2012"
"13638",13638,"Genap 2016","19","Universitas Tanri Abeng","Teknik Perminyakan","Aktif","2 Oktober 2012"
"13639",13639,"Ganjil 2016","19","Universitas Tanri Abeng","Teknik Perminyakan","Aktif","2 Oktober 2012"
"13640",13640,"Genap 2015","11","Universitas Tanri Abeng","Teknik Perminyakan","Aktif","2 Oktober 2012"
"13641",13641,"Ganjil 2015","11","Universitas Tanri Abeng","Teknik Perminyakan","Aktif","2 Oktober 2012"
"13642",13642,"Ganjil 2017","40","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13643",13643,"Genap 2016","37","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13644",13644,"Ganjil 2016","37","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13645",13645,"Genap 2015","27","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13646",13646,"Ganjil 2015","26","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13647",13647,"Genap 2014","15","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13648",13648,"Ganjil 2014","15","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13649",13649,"Genap 2013","12","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13650",13650,"Ganjil 2013","12","Universitas Tanri Abeng","Ilmu Komunikasi","Aktif","2 Oktober 2012"
"13651",13651,"Ganjil 2017","39","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13652",13652,"Genap 2016","36","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13653",13653,"Ganjil 2016","37","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13654",13654,"Genap 2015","24","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13655",13655,"Ganjil 2015","25","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13656",13656,"Genap 2014","10","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13657",13657,"Ganjil 2014","10","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13658",13658,"Genap 2013","7","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13659",13659,"Ganjil 2013","7","Universitas Tanri Abeng","Akuntansi","Aktif","2 Oktober 2012"
"13660",13660,"Ganjil 2017","4","Universitas Tanri Abeng","Sistem Informasi","Aktif","2 Oktober 2012"
"13661",13661,"Ganjil 2017","28","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13662",13662,"Genap 2016","23","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13663",13663,"Ganjil 2016","23","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13664",13664,"Genap 2015","18","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13665",13665,"Ganjil 2015","18","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13666",13666,"Genap 2014","7","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13667",13667,"Ganjil 2014","8","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13668",13668,"Genap 2013","5","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13669",13669,"Ganjil 2013","5","Universitas Tanri Abeng","Arsitektur","Aktif","2 Oktober 2012"
"13670",13670,"Genap 2017","1","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13671",13671,"Ganjil 2017","62","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13672",13672,"Genap 2016","57","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13673",13673,"Ganjil 2016","57","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13674",13674,"Genap 2015","41","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13675",13675,"Ganjil 2015","42","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13676",13676,"Genap 2014","16","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13677",13677,"Ganjil 2014","16","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13678",13678,"Genap 2013","9","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13679",13679,"Ganjil 2013","9","Universitas Tanri Abeng","Manajemen","Aktif","2 Oktober 2012"
"13680",13680,"Ganjil 2017","53","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13681",13681,"Genap 2016","58","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13682",13682,"Ganjil 2016","61","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13683",13683,"Genap 2015","61","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13684",13684,"Ganjil 2015","55","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13685",13685,"Genap 2014","36","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13686",13686,"Ganjil 2014","37","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13687",13687,"Genap 2013","32","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13688",13688,"Ganjil 2013","32","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13689",13689,"Genap 2012","9","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13690",13690,"Ganjil 2012","9","Universitas Tanri Abeng","Ilmu Administrasi Bisnis","Aktif","2 Oktober 2012"
"13691",13691,"Ganjil 2017","41","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
"13692",13692,"Genap 2016","36","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
"13693",13693,"Ganjil 2016","36","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
"13694",13694,"Genap 2015","21","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
"13695",13695,"Ganjil 2015","24","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
"13696",13696,"Genap 2014","13","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
"13697",13697,"Ganjil 2014","13","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
"13698",13698,"Genap 2013","10","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
"13699",13699,"Ganjil 2013","10","Universitas Tanri Abeng","Teknik Informatika","Aktif","2 Oktober 2012"
